gym,fighter_count,example_fighters,google_search_url,google_places_query,resolved_address,latitude,longitude,elevation_m,elevation_ft,google_place_id,lookup_status,notes
"Roufusport, (Mikwaukee, WI) & Chicago Fight Team (Chicago, IL)",1,Belal Muhammad,https://www.google.com/search?q=Roufusport%2C+%28Mikwaukee%2C+WI%29+%26+Chicago+Fight+Team+%28Chicago%2C+IL%29+MMA+gym+location+elevation,"Roufusport, (Mikwaukee, WI) & Chicago Fight Team (Chicago, IL)",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Rumble Sports,1,Nicolas Dalby,https://www.google.com/search?q=Rumble+Sports+MMA+gym+location+elevation,Rumble Sports,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Rumble Sports - Copenhagen,2,Anna Elmose; Damir Hadžović,https://www.google.com/search?q=Rumble+Sports+-+Copenhagen+MMA+gym+location+elevation,Rumble Sports - Copenhagen,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
RVCA,1,Jalin Turner,https://www.google.com/search?q=RVCA+MMA+gym+location+elevation,RVCA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
S4 Warszawa,1,Marcin Tybura,https://www.google.com/search?q=S4+Warszawa+MMA+gym+location+elevation,S4 Warszawa,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
S4 Wevszewe,1,Bartosz Fabinski,https://www.google.com/search?q=S4+Wevszewe+MMA+gym+location+elevation,S4 Wevszewe,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Saekson's Muay Thai Van Nuys,1,Danielle Taylor,https://www.google.com/search?q=Saekson%27s+Muay+Thai+Van+Nuys+MMA+gym+location+elevation,Saekson's Muay Thai Van Nuys,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Saigon Sports Club- Vietnam,1,Dan Hooker,https://www.google.com/search?q=Saigon+Sports+Club-+Vietnam+MMA+gym+location+elevation,Saigon Sports Club- Vietnam,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
San Diego Combat Academy,1,Liz Carmouche,https://www.google.com/search?q=San+Diego+Combat+Academy+MMA+gym+location+elevation,San Diego Combat Academy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Sanford MMA,14,Andre Fialho; Charles Rosa; Chase Sherman; Christos Giagos; Dalcha Lungiambula,https://www.google.com/search?q=Sanford+MMA+MMA+gym+location+elevation,Sanford MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
SBG,1,Cathal Pendred,https://www.google.com/search?q=SBG+MMA+gym+location+elevation,SBG,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
SBG Ireland,7,Aisling Daly; Artem Lobov; Brad Katona; Conor McGregor; Johnny Walker,https://www.google.com/search?q=SBG+Ireland+MMA+gym+location+elevation,SBG Ireland,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
SBG Manchester,1,Davey Grant,https://www.google.com/search?q=SBG+Manchester+MMA+gym+location+elevation,SBG Manchester,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
SBGAthens,1,Rory Singer,https://www.google.com/search?q=SBGAthens+MMA+gym+location+elevation,SBGAthens,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
School of MMA of Alexey Oleynik,1,Aleksei Oleinik,https://www.google.com/search?q=School+of+MMA+of+Alexey+Oleynik+MMA+gym+location+elevation,School of MMA of Alexey Oleynik,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Scrappy MMA,1,Jack Della Maddalena,https://www.google.com/search?q=Scrappy+MMA+MMA+gym+location+elevation,Scrappy MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Serra-Longo - Long Island, NY",4,Al Iaquinta; Aljamain Sterling; Charalampos Grigoriou; Mizuki,https://www.google.com/search?q=Serra-Longo+-+Long+Island%2C+NY+MMA+gym+location+elevation,"Serra-Longo - Long Island, NY",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Shandas MMA,1,Nyamjargal Tumendemberel,https://www.google.com/search?q=Shandas+MMA+MMA+gym+location+elevation,Shandas MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Shield Systems Academy - Knoxville, TN",1,Scott Holtzman,https://www.google.com/search?q=Shield+Systems+Academy+-+Knoxville%2C+TN+MMA+gym+location+elevation,"Shield Systems Academy - Knoxville, TN",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Shore Mixed Martial Arts,1,Oban Elliott,https://www.google.com/search?q=Shore+Mixed+Martial+Arts+MMA+gym+location+elevation,Shore Mixed Martial Arts,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Siege MMA,1,Kamuela Kirk,https://www.google.com/search?q=Siege+MMA+MMA+gym+location+elevation,Siege MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Sik-Jitsu Mixed Martial Arts,1,Brady Hiestand,https://www.google.com/search?q=Sik-Jitsu+Mixed+Martial+Arts+MMA+gym+location+elevation,Sik-Jitsu Mixed Martial Arts,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Sik-Jitsu Spokane, WA",4,Elizabeth Phillips; Julianna Peña; Michael Chiesa; Sam Sicilia,https://www.google.com/search?q=Sik-Jitsu+Spokane%2C+WA+MMA+gym+location+elevation,"Sik-Jitsu Spokane, WA",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Sinosic Perosh Martial Arts SPMA Sydney,1,Anthony Perosh,https://www.google.com/search?q=Sinosic+Perosh+Martial+Arts+SPMA+Sydney+MMA+gym+location+elevation,Sinosic Perosh Martial Arts SPMA Sydney,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Sityodtong - Boston,1,Rob Font,https://www.google.com/search?q=Sityodtong+-+Boston+MMA+gym+location+elevation,Sityodtong - Boston,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Sityodtong Boston,1,Peter Barrett,https://www.google.com/search?q=Sityodtong+Boston+MMA+gym+location+elevation,Sityodtong Boston,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Sityodtong Boston MA / Perfomrance Compound St. Cloud MN,1,Anthony Rocco Martin,https://www.google.com/search?q=Sityodtong+Boston+MA+%2F+Perfomrance+Compound+St.+Cloud+MN+MMA+gym+location+elevation,Sityodtong Boston MA / Perfomrance Compound St. Cloud MN,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
SKULLMAN / Gracie Barcelona - Spain,1,Abner Lloveras,https://www.google.com/search?q=SKULLMAN+%2F+Gracie+Barcelona+-+Spain+MMA+gym+location+elevation,SKULLMAN / Gracie Barcelona - Spain,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Sochi Star,1,Magomed Mustafaev,https://www.google.com/search?q=Sochi+Star+MMA+gym+location+elevation,Sochi Star,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Sombra Team MMA,1,Vinicius Oliveira,https://www.google.com/search?q=Sombra+Team+MMA+MMA+gym+location+elevation,Sombra Team MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Soul Fighters,1,Tony Kelley,https://www.google.com/search?q=Soul+Fighters+MMA+gym+location+elevation,Soul Fighters,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Southside Kickboxing Company,1,Sarah Alpar,https://www.google.com/search?q=Southside+Kickboxing+Company+MMA+gym+location+elevation,Southside Kickboxing Company,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Spartakus Fight Gym,1,Martin Buday,https://www.google.com/search?q=Spartakus+Fight+Gym+MMA+gym+location+elevation,Spartakus Fight Gym,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Spartan Fitness MMA,1,Eryk Anders,https://www.google.com/search?q=Spartan+Fitness+MMA+MMA+gym+location+elevation,Spartan Fitness MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Squabble MMA,1,Kevin Holland,https://www.google.com/search?q=Squabble+MMA+MMA+gym+location+elevation,Squabble MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Stewie's House of BJJ,1,Jimmy Crute,https://www.google.com/search?q=Stewie%27s+House+of+BJJ+MMA+gym+location+elevation,Stewie's House of BJJ,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
STL Boxing,1,Joaquin Buckley,https://www.google.com/search?q=STL+Boxing+MMA+gym+location+elevation,STL Boxing,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Storm School,1,Andrey Pulyaev,https://www.google.com/search?q=Storm+School+MMA+gym+location+elevation,Storm School,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Strong Style Cleveland,2,Aleksa Camur; Jessica Eye,https://www.google.com/search?q=Strong+Style+Cleveland+MMA+gym+location+elevation,Strong Style Cleveland,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Strongstyle Fight Team,1,Stipe Miocic,https://www.google.com/search?q=Strongstyle+Fight+Team+MMA+gym+location+elevation,Strongstyle Fight Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Subfighter MMA Laguna Nigel, CA",2,Ashlee Evans-Smith; Gabe Green,https://www.google.com/search?q=Subfighter+MMA+Laguna+Nigel%2C+CA+MMA+gym+location+elevation,"Subfighter MMA Laguna Nigel, CA",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Submission Boxing Academy Pearland, TX",1,Justin Ledet,https://www.google.com/search?q=Submission+Boxing+Academy+Pearland%2C+TX+MMA+gym+location+elevation,"Submission Boxing Academy Pearland, TX",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Syndicate MMA,21,Brandon Jenkins; Carl Deaton; Chepe Mariscal; Cynthia Calvillo; Dennis Buzukja,https://www.google.com/search?q=Syndicate+MMA+MMA+gym+location+elevation,Syndicate MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Syndicate MMA - Las Vegas, NV",6,Arman Tsarukyan; Khalil Rountree Jr.; Kody Steele; Mike Pyle; Roxanne Modafferi,https://www.google.com/search?q=Syndicate+MMA+-+Las+Vegas%2C+NV+MMA+gym+location+elevation,"Syndicate MMA - Las Vegas, NV",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Syndicate MMA and Tiger Muay Thai,1,Daniil Donchenko,https://www.google.com/search?q=Syndicate+MMA+and+Tiger+Muay+Thai+MMA+gym+location+elevation,Syndicate MMA and Tiger Muay Thai,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
T-BLOOD,1,Tatsuya Kawajiri,https://www.google.com/search?q=T-BLOOD+MMA+gym+location+elevation,T-BLOOD,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Tafa Gang,1,Justin Tafa,https://www.google.com/search?q=Tafa+Gang+MMA+gym+location+elevation,Tafa Gang,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Tapout - Burlington/Headrush - TC,1,Elias Theodorou,https://www.google.com/search?q=Tapout+-+Burlington%2FHeadrush+-+TC+MMA+gym+location+elevation,Tapout - Burlington/Headrush - TC,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
TATA Fight Team - Rio de Janeiro,2,Alex Oliveira; Andre Muniz,https://www.google.com/search?q=TATA+Fight+Team+-+Rio+de+Janeiro+MMA+gym+location+elevation,TATA Fight Team - Rio de Janeiro,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Tatsujin MMA,1,Marcin Prachnio,https://www.google.com/search?q=Tatsujin+MMA+MMA+gym+location+elevation,Tatsujin MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team 5050 Guayaquil Ecuador,1,Marlon Vera,https://www.google.com/search?q=Team+5050+Guayaquil+Ecuador+MMA+gym+location+elevation,Team 5050 Guayaquil Ecuador,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team 515,1,Kevin Aguilar,https://www.google.com/search?q=Team+515+MMA+gym+location+elevation,Team 515,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Alpha Male,12,Alexander Munoz; Benito Lopez; Cory McKenna; Isaac Thomson; Joseph Morales,https://www.google.com/search?q=Team+Alpha+Male+MMA+gym+location+elevation,Team Alpha Male,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Alpha Male (Urijah Faber's Ultimate Fitness),10,Andre Fili; Chad Mendes; Chris Holdsworth; Cody Garbrandt; Danny Castillo,https://www.google.com/search?q=Team+Alpha+Male+%28Urijah+Faber%27s+Ultimate+Fitness%29+MMA+gym+location+elevation,Team Alpha Male (Urijah Faber's Ultimate Fitness),,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
